"","parent","cluster","depth","cellID"
"710",8,3,12,710
"711",8,3,12,711
"712",8,3,12,712
"713",8,3,12,713
"714",8,3,12,714
"715",8,3,7,715
"716",8,3,10,716
"717",8,3,9,717
"718",8,3,9,718
"719",8,3,8,719
"720",8,3,7,720
"721",8,3,12,721
"722",8,3,12,722
"723",8,3,12,723
"724",8,3,12,724
"725",8,3,12,725
"726",8,3,12,726
"727",8,3,12,727
"728",8,3,12,728
"729",8,3,12,729
"730",8,3,12,730
"731",8,3,12,731
"732",8,3,12,732
"733",8,3,12,733
"734",8,3,12,734
"735",8,3,12,735
"736",8,3,12,736
"737",8,6,10,737
"738",7,8,3,738
"739",8,4,5,739
"740",8,4,10,740
"741",8,2,11,741
"742",8,2,12,742
"743",8,2,9,743
"744",8,2,7,744
"745",8,2,6,745
"746",8,2,12,746
"747",8,2,12,747
"748",8,2,12,748
"749",7,8,3,749
"750",8,1,6,750
"751",8,4,10,751
"752",8,4,10,752
"753",8,5,5,753
"754",8,5,4,754
"755",8,5,6,755
"756",8,5,11,756
"757",8,5,9,757
"758",8,5,9,758
"759",8,5,12,759
"760",8,5,12,760
"761",8,5,5,761
"762",8,5,5,762
"763",8,1,4,763
"764",7,8,3,764
"765",8,5,12,765
"766",8,5,7,766
"767",8,5,12,767
"768",8,5,12,768
"769",8,1,12,769
"770",8,1,12,770
"771",8,1,12,771
"772",8,1,12,772
"773",8,1,12,773
"774",8,1,12,774
"775",8,1,12,775
"776",8,1,12,776
"777",8,1,12,777
"778",8,1,12,778
"779",8,1,12,779
"780",8,1,12,780
"781",8,1,12,781
"782",8,1,12,782
"783",8,1,12,783
"784",8,1,12,784
"785",8,1,12,785
"786",8,1,12,786
"787",8,1,12,787
"788",8,1,12,788
"789",8,1,12,789
"790",8,1,12,790
"791",8,1,12,791
"792",8,1,12,792
"793",8,1,12,793
"794",8,1,12,794
"795",8,1,12,795
"796",8,1,12,796
"797",8,1,12,797
"798",8,1,12,798
"799",8,1,12,799
"800",8,1,12,800
"801",8,1,11,801
"802",8,1,11,802
"803",8,1,11,803
"804",8,1,12,804
"805",8,1,12,805
"806",8,1,12,806
"807",8,1,12,807
"808",8,1,12,808
"809",8,1,12,809
"810",8,1,12,810
"811",8,1,12,811
"812",8,1,12,812
"813",8,1,12,813
"814",8,1,12,814
"815",8,1,12,815
"816",8,1,11,816
"817",8,1,12,817
"818",8,1,12,818
"819",8,1,12,819
"820",8,1,8,820
"821",8,1,12,821
"822",8,1,12,822
"823",8,1,12,823
"824",8,1,12,824
"825",8,1,12,825
"826",8,1,12,826
"827",8,1,12,827
"828",8,1,12,828
"829",8,1,12,829
"830",8,1,12,830
"831",8,1,12,831
"832",8,1,12,832
"833",8,1,12,833
"834",8,1,12,834
"835",8,1,12,835
"836",8,1,12,836
"837",8,1,12,837
"838",8,1,12,838
"839",8,1,12,839
"840",8,1,12,840
"841",8,1,11,841
"842",8,1,9,842
"843",8,1,12,843
"844",8,1,12,844
"845",8,1,9,845
"846",8,1,12,846
"847",8,1,12,847
"848",8,1,9,848
"849",8,1,12,849
"850",8,1,12,850
"851",8,1,12,851
"852",8,1,12,852
"853",8,1,12,853
"854",8,1,12,854
"855",8,1,12,855
"856",8,1,12,856
"857",8,1,12,857
"858",8,1,12,858
"859",8,1,12,859
"860",8,1,12,860
"861",8,1,12,861
"862",8,1,12,862
"863",8,1,12,863
"864",8,1,12,864
"865",8,1,12,865
"866",8,1,12,866
"867",8,1,12,867
"868",8,1,12,868
"869",8,1,12,869
"870",8,1,12,870
"871",8,1,12,871
"872",8,1,12,872
"873",8,1,12,873
"874",8,1,12,874
"875",8,1,12,875
"876",8,1,9,876
"877",8,1,12,877
"878",8,1,12,878
"879",8,1,12,879
"880",8,1,8,880
"881",8,1,12,881
"882",8,1,12,882
"883",8,1,12,883
"884",8,1,12,884
"885",8,1,12,885
"886",8,1,12,886
"887",8,1,11,887
"888",8,1,11,888
"889",8,1,12,889
"890",8,1,12,890
"891",8,1,12,891
"892",8,1,12,892
"893",8,1,12,893
"894",8,1,12,894
"895",8,1,12,895
"896",8,1,12,896
"897",8,1,12,897
"898",8,1,12,898
"899",8,1,12,899
"900",8,1,12,900
"901",8,1,12,901
"902",8,1,12,902
"903",8,1,12,903
"904",8,1,12,904
"905",8,1,12,905
"906",8,1,12,906
"907",8,1,12,907
"908",8,1,12,908
"909",8,1,12,909
"910",8,1,12,910
"911",8,1,12,911
"912",8,1,12,912
"913",8,1,12,913
"914",8,1,12,914
"915",8,1,12,915
"916",8,1,12,916
"917",8,1,12,917
"918",8,1,12,918
"919",8,1,12,919
"920",8,1,12,920
"921",8,1,12,921
"922",8,1,12,922
"923",8,1,12,923
"924",8,1,12,924
"925",8,1,12,925
"926",8,1,12,926
"927",8,1,12,927
"928",8,1,12,928
"929",8,1,12,929
"930",8,1,12,930
"931",8,1,12,931
"932",8,1,12,932
"933",8,1,12,933
"934",8,1,12,934
"935",8,1,12,935
"936",8,1,12,936
"937",8,1,12,937
"938",8,1,12,938
"939",8,1,12,939
"940",8,1,12,940
"941",8,1,12,941
"942",8,1,12,942
"943",8,1,12,943
"944",8,1,12,944
"945",8,1,12,945
"946",8,1,11,946
"947",8,1,12,947
"948",8,1,12,948
"949",8,1,12,949
"950",8,1,12,950
"951",8,1,12,951
"952",8,1,12,952
"953",8,1,12,953
"954",8,1,10,954
"955",8,1,10,955
"956",8,1,12,956
"957",8,1,12,957
"958",8,1,12,958
"959",8,1,12,959
"960",8,1,12,960
"961",8,1,10,961
"962",8,1,12,962
"963",8,1,12,963
"964",8,1,12,964
"965",8,1,12,965
"966",8,1,12,966
"967",8,1,12,967
"968",8,1,12,968
"969",8,1,12,969
"970",8,1,12,970
"971",8,1,12,971
"972",8,1,12,972
"973",8,1,12,973
"974",8,1,12,974
"975",8,1,12,975
"976",8,1,12,976
"977",8,1,12,977
"978",8,1,12,978
"979",8,1,8,979
"980",8,1,12,980
"981",8,1,8,981
"982",8,1,8,982
"983",8,1,9,983
"984",8,1,8,984
"985",8,1,12,985
"986",8,1,12,986
"987",8,1,12,987
"988",8,1,12,988
"989",8,1,9,989
"990",8,1,9,990
"991",8,1,10,991
"992",8,1,8,992
"993",8,1,11,993
"994",8,1,11,994
"995",8,1,9,995
"996",8,1,12,996
"997",8,1,10,997
"998",8,1,12,998
"999",8,1,5,999
"1000",8,1,5,1000
"1001",8,1,10,1001
"1002",8,1,6,1002
"1003",8,1,12,1003
"1004",8,1,7,1004
"1005",8,1,5,1005
"1006",8,1,11,1006
"1007",8,1,12,1007
"1008",8,1,12,1008
"1009",8,1,12,1009
"1010",8,1,12,1010
"1011",8,1,12,1011
"1012",8,1,12,1012
"1013",8,1,12,1013
"1014",8,1,12,1014
"1015",8,1,12,1015
"1016",8,1,12,1016
"1017",8,1,6,1017
"1018",8,1,6,1018
"1019",8,1,12,1019
"1020",8,1,12,1020
"1021",8,1,8,1021
"1022",8,1,6,1022
"1023",8,1,12,1023
"1024",8,1,12,1024
